,id,image_link,group_id,entity_name,entity_value,numeric_value,unit,ocr_text
2588,175714,https://m.media-amazon.com/images/I/618voQnPfEL.jpg,681445,height,33.5 centimetre,33.5,centimetre,"5.1inch/13cm 13.2inch/33.5cm There may be slight variations in color patterns, measures and thickness between pieces:"
2590,175751,https://m.media-amazon.com/images/I/51JHJrDwzPL.jpg,478357,height,28.5 inch,28.5,inch,"11 3' LBS 5.6 22 LBS 28.5"" 13.7"" 17.7"" 1 4.8"" 2.4"" 4.9"" 11.4"" 16.5"" 5"
2592,175773,https://m.media-amazon.com/images/I/51o8a9xHodL.jpg,295706,height,100.0 millimetre,100.0,millimetre,1 I 11.4in/290mm
2594,175828,https://m.media-amazon.com/images/I/61FYbzS3siL.jpg,180726,height,4.0 centimetre,4.0,centimetre,1900+4X 7cm Ax: %710]baElf 4.7cm EA: SN+RURERR Sa#mt W@W; Ailpgli 8 8 8
2596,175861,https://m.media-amazon.com/images/I/610urrFJQ9L.jpg,594224,height,37.0 millimetre,37.0,millimetre,0 2 FWANLIAN J J 1 6in/67mm QUALITY ASSURANCE GROUP WANLIAN
2598,175896,https://m.media-amazon.com/images/I/61ARb2yru-L.jpg,446789,height,87.9 inch,87.9,inch,"114.6"" 291.0 cm 20.3"" 64.6"" 18.2"" 25.0"" 164.0 cm 46.2 cm 63.5 cm 25.0"" 63.5 cm 5 13 25 LB 11.3 KG 8 33 8 0; 15LB 6.8KG 1OOOLB 453.6KG 9.7"" 24.6 cm 0"" 6 cm 51.5 92.C 233.6 cm"
2600,175964,https://m.media-amazon.com/images/I/611O5gT1+IL.jpg,966823,height,400.0 millimetre,400.0,millimetre,"2408 180: E 8 E 8 8 ca: 1,5 MAULpro Eco Klammernspender Der nachhaltige Spender fur Buroklammern 140 mm 230v S0Hz 400 mm"
2602,175978,https://m.media-amazon.com/images/I/612QSE269SL.jpg,437623,height,236.0 millimetre,236.0,millimetre,LYRIC PAPER CD & HOLDER 79 x II8 MM IEA 80x 80 MM IEA & 87 x [32 MM / IEA i FFEL (i-DuE PHOTO CARD POLAROID 55 x 85 MM / IEA OF SEA RANDOM 54x 86 MM IEA OF SEA RANDOM MINI POSTER 158 x 236 MM IEA OF 5EA RANDOM
2604,175992,https://m.media-amazon.com/images/I/613JO2jUGyL.jpg,237000,height,79.0 centimetre,79.0,centimetre,"79-104cm (31-41"") 81-107cm (32-42"") 5-23cm (2-9"") 51-64cm (20-25"") 51-70cm (20-27.5"") 145-178cm (57-70"")"
2606,176041,https://m.media-amazon.com/images/I/41WWrLinYJL.jpg,416664,height,153.0 centimetre,153.0,centimetre,6 32cm-
2608,176076,https://m.media-amazon.com/images/I/61EpSmMka3L.jpg,558806,height,11.5 centimetre,11.5,centimetre,5.Scm (2.1inch) 6 11.5cm (4.Sinch)
2610,176087,https://m.media-amazon.com/images/I/514RYk+av3L.jpg,183388,height,26.0 inch,26.0,inch,3.34inch 1 15.2inch 1 21.4inch
2612,176137,https://m.media-amazon.com/images/I/615qnY0VMxL.jpg,141308,height,4.0 inch,4.0,inch,"BAGAGERIE ZADVENTURE €2,C3 & C4 ILFAL Sacoche de cadre Cette sacoche de cadre ete concue pour accompagner tous les aventuriers & velo, que ce soit sur des velos de route, gravel vtt ou randonnee Declinee en 3 volumes les Adventure C2, C3 CL se montent sur Lensemble des velos grace aux sangles amovibles et reglables: Les volumes sont suffisants pour transporter une veste en plus du necessaire de reparation, un telephone, une batterie, une paire de gants_ La taille est a choisir selon vos besoins mais aussi selon la place a Linterieur de votre cadre. MONTAGE UNIVERSEL Fiation par sangles auto agrippantes amovibles et reglables RESISTANTE A LEAU - Matiere etzip etanches LARGE OUVERTURE Acces Facilite 24 contenu dela sacoche RANGEMENT - Poche interieure zippee DURABLE Constructon et matiere robustes CEan"
2614,176173,https://m.media-amazon.com/images/I/617DQBVAl2L.jpg,524117,height,7.1 inch,7.1,inch,7.Jinch (18cm) 13.4inch (34cm) 17.7inch (45cm) Tinch(2.6cm) 7.Jinch (18cm) 13.4inch (34cm) 17.7inch(4Scm)
2616,176192,https://m.media-amazon.com/images/I/614Z1AcmSuL.jpg,362818,height,12.5 centimetre,12.5,centimetre,13 12.2cm 9cm 11.9cm 12.Scm 7.8cm IIcm EO4SL = Taoomi IeS_ Oordd .Scm 1 17.Scm 29cm
2618,176219,https://m.media-amazon.com/images/I/618vVn3vTJL.jpg,594224,height,4.2 inch,4.2,inch,"6 J "" 8 3inch Zeinch [ 28inch 8.9inch 8.7inch- 0 9 6.2inch Zinch"
2620,176236,https://m.media-amazon.com/images/I/51JWTpmm28L.jpg,149159,height,9.0 centimetre,9.0,centimetre,"0f Me 21 Talking lave story [ Fare "" Aaboot I [ 46in 5 .Scm/8."
2622,176265,https://m.media-amazon.com/images/I/51kUaOSeXuL.jpg,311997,height,68.0 inch,68.0,inch,I 1.8in 7.5in Iin 3.9in 122in 68in 34.2in 17.Tin 7.3inl 9 23.6in 3.9in 22in 4in
2624,176275,https://m.media-amazon.com/images/I/51sPflanu3L.jpg,478357,height,33.8 inch,33.8,inch,"SIZE:INCH 17.7"" 14.2"" 4.7 11"" 10.2"" 33.8"" 20"" 14,54 12.6"""
2626,176344,https://m.media-amazon.com/images/I/61BVp6dLFrL.jpg,681445,height,5.1 inch,5.1,inch,4.7 in / 12 cm 5.1 in / 13 cm aux Oiseau: 3.5 in / 9 cm Jardin
2628,176395,https://m.media-amazon.com/images/I/61BW9xIQr1L.jpg,849273,height,10.0 centimetre,10.0,centimetre,Product size large capacity Smooth zipper Meticulous Cap protection Good materwl quwlity 1 1 3 1 20cm/7.87inch
2630,176429,https://m.media-amazon.com/images/I/615UGX6U+hL.jpg,966823,height,63.0 inch,63.0,inch,c 2 3 5 8 5' 3 3.94inch
2632,176459,https://m.media-amazon.com/images/I/61EtWby-RfL.jpg,751532,height,100.0 centimetre,100.0,centimetre,"8< g8 8 8 E 82 Ne 3/8"" ) 209 (61 cm cm (82 156 Va"")"
2634,176507,https://m.media-amazon.com/images/I/51qH+bwItgS.jpg,347404,height,3.9 inch,3.9,inch,9cm 3.5 inch 1Ocm 3.9 inch
2636,176560,https://m.media-amazon.com/images/I/51fdBa4WurL.jpg,478357,height,17.55 inch,17.55,inch,"15.6"" 17.55"""
2638,176593,https://m.media-amazon.com/images/I/51PVbmEgMvL.jpg,801829,height,33.5 inch,33.5,inch,"33.5"" 21.5"" 18"""
2640,176612,https://m.media-amazon.com/images/I/613mmxtOFmL.jpg,825239,height,138.0 centimetre,138.0,centimetre,"2-3 PERSONS Inflatable Tent 90.5 x 59 x 54.3 inch Zealwind 1 5"" family tent center height 1 lightweight 7.Sft x 4.9ft 54.3inch 5.52lb 150cm/59"" 230cm/9o. 29cm/11.4"" 12cm"
2642,176629,https://m.media-amazon.com/images/I/51FRTeC3haL.jpg,866516,height,4.9 centimetre,4.9,centimetre,4.9cm 5.1cm 4.8cm 3.7cm 4.5cm 4cm 2 3 4.5cm 4cm 4.9cm 3.Scm 3.Scm > F3.8cm 4 5
2644,176665,https://m.media-amazon.com/images/I/416NgI+ZriS.jpg,180410,height,9.0 centimetre,9.0,centimetre,""" 9cm *51.5cm m19.5cm"
2646,176673,https://m.media-amazon.com/images/I/615o9OXKfhL.jpg,810266,height,5.51 inch,5.51,inch,"Big or Small; We Have It AII JuaO RUzIO' otzu 22 Oz 32 0z 40 oz 64 0z 87 0z 128 0z Width 2.91"" 3.54"" 3.54"" 4.92"" 4.92"" 5.51"" (bottom diameter) Bottle Height] 9.25"" 8.66"" 10.39"" 9.84"" 12.20"" 12.08"" (w/o cap) Weight 0.8 Ib 0.9 Ib 1Ib 1.9 Ib 2.2 Ib 3.87 Ib Accessories"
2648,176684,https://m.media-amazon.com/images/I/51o9QeuaJXL.jpg,478357,height,111.8 centimetre,111.8,centimetre,"cm 113 cm 1 33 cm 33,8 17 cm 8 39. 0 3 2 5,8 cm 3 1,5 cm VICCO 0 38,5 cm 39,8 5 cm cm"
2650,176698,https://m.media-amazon.com/images/I/41AhAPt9elL.jpg,801829,height,50.0 centimetre,50.0,centimetre,50 cm 32 cm 32 cm
2652,176729,https://m.media-amazon.com/images/I/51gnEwQEhPS.jpg,916768,height,5.0 centimetre,5.0,centimetre,2inch/Scm 2.75inch/7cm Scm J L 2inch/5cm
2654,176773,https://m.media-amazon.com/images/I/611ogurxXIL.jpg,866516,height,1.8 centimetre,1.8,centimetre,3.8cm 3.3cm_ 4.5c 1.8cm
2656,176780,https://m.media-amazon.com/images/I/51ze03par5L.jpg,849273,height,42.0 centimetre,42.0,centimetre,"INFO THEOAY YOu WENT Away Nlnm [ Eju* #R F+2 XR 531cm 6342cm EE13cm 12: 0. 53kg ATFIER, 4#42-4cmi7z #AM3"
2658,176796,https://m.media-amazon.com/images/I/611mSOFBIUL.jpg,524117,height,18.0 centimetre,18.0,centimetre,1 9.4in/24cm 6.7in/17cm
2660,176830,https://m.media-amazon.com/images/I/51XpMN2Q9vS.jpg,418233,height,23.0 centimetre,23.0,centimetre,21cm /8.26inch 9.5cm 13.74inch 23cm/g OSinch
2662,176836,https://m.media-amazon.com/images/I/41l87QDihFL.jpg,579652,height,4.5 centimetre,4.5,centimetre,13 . 5cm 23cm 2. 5 7cm
2664,176873,https://m.media-amazon.com/images/I/31zd6+U36jL.jpg,522832,height,10.2 centimetre,10.2,centimetre,JLAcIT CAItI m
2666,176918,https://m.media-amazon.com/images/I/51T4ePmJfhL.jpg,422702,height,40.0 centimetre,40.0,centimetre,1 17.7CM/6.96in
2668,176938,https://m.media-amazon.com/images/I/61-5u6okD+L.jpg,929719,height,31.8 millimetre,31.8,millimetre,"5 [#-n> |) /=-31. 8mm 7 7 v 6 n> 6"")V /-31. 8mm"
2670,176983,https://m.media-amazon.com/images/I/51Ir-aC8auL.jpg,845925,height,95.0 millimetre,95.0,millimetre,Utmp 8 U 175mm Tunp DrpyI Displn Anesty Td td 145mm
2672,177005,https://m.media-amazon.com/images/I/51DH1Sp5S5L.jpg,658003,height,1.0 inch,1.0,inch,"1.0"" 2.6cm 4.4""/11.2cm ""/20.Scm 8.17"
2674,177037,https://m.media-amazon.com/images/I/619XLbGdHWL.jpg,823083,height,400.0 millimetre,400.0,millimetre,WEIGHT: 0.2KG 400 MM 195 MM
2676,177056,https://m.media-amazon.com/images/I/51OxjG3zyDL.jpg,226504,height,2.28 inch,2.28,inch,EEEE 3.7in 7.87 in 20 cm 3.5 cm 10 cm 2.28 in 5.8 cm 5.03 in 12.8 cm 24 cm 0.8 cm 0.31 in 55 cm 21.6 in 3.93in 9.44 in
2678,177064,https://m.media-amazon.com/images/I/612fvshYDkL.jpg,478357,height,29.0 inch,29.0,inch,"56"" 29"" 8"""
2680,177107,https://m.media-amazon.com/images/I/51HG+a4LtLL.jpg,347404,height,7.8 inch,7.8,inch,11.0inch 2 1 11.8 inch 9.2 inch 6.4inch
2682,177134,https://m.media-amazon.com/images/I/51t1fEvzHgL.jpg,311997,height,47.5 inch,47.5,inch,"23. 1.25 10.75"" 0.5"" 11 47.5"" 10.25"" 21"" 11.25"" 1,.25' 11.75"" 75"" 10.5"""
2684,177226,https://m.media-amazon.com/images/I/61BRLMV3igL.jpg,393674,height,39.0 inch,39.0,inch,"Regular_ Wider 76' Upgrade 76' 13' 13"" 19' 19"" 27"" 39"""
2686,177238,https://m.media-amazon.com/images/I/61E5OGT19OS.jpg,181357,height,69.0 inch,69.0,inch,"69"" Wak"
2688,177253,https://m.media-amazon.com/images/I/51xV3mTn9eL.jpg,752266,height,5.0 centimetre,5.0,centimetre,5cm 3Ocm
2690,177278,https://m.media-amazon.com/images/I/51Q5lD1E4XL.jpg,752266,height,100.0 millimetre,100.0,millimetre,"44.4INCH,113OMM  5.91NCH,15OMM 3.91NCH,1OOMM"
2692,177292,https://m.media-amazon.com/images/I/51lqosFXBFL.jpg,237000,height,75.0 inch,75.0,inch,"HOW TO CHOOSE RIGHT SIZE 30""X75' 30""X53'= 30""X97' 75' H 45""X60' 45""X90""' 52""X78 78""X90' 30"" 78""X120'"
2694,177301,https://m.media-amazon.com/images/I/51ojoqqqtBL.jpg,745387,height,76.5 centimetre,76.5,centimetre,"159 cm in 1 40 Cm 62,59 15,75 in"
2696,177307,https://m.media-amazon.com/images/I/51xJwBCE4oL.jpg,507619,height,35.0 centimetre,35.0,centimetre,ca 035 cm ca. 12 cm ca 35 ca 5 Cm 31 8 ca35 cm Ca. 27 Cm cm 27
2698,177342,https://m.media-amazon.com/images/I/51BZef-iKbL.jpg,131797,height,2.0 centimetre,2.0,centimetre,SYNc MENU 1o DIGaEog   Aupio 410 ANT GUIDE 3 Ok RETURN Options HOME PROG RM-EDO54 2cm 4.5cm
2700,177365,https://m.media-amazon.com/images/I/51Z9f-p6egL.jpg,846116,height,6.5 centimetre,6.5,centimetre,g Cable Length: 2Ocm/7.9in 8 7 3 5 Scm 2.2in 5 5.Scm
2702,177378,https://m.media-amazon.com/images/I/615cjryuxPL.jpg,446789,height,1.0 metre,1.0,metre,1m62cm O2g4vFE F (8 310) 82 @3G8.88331 (ca8g 8RF l131?832lban38keg<
2704,177424,https://m.media-amazon.com/images/I/51Fw+m43w6L.jpg,178778,height,7.0 centimetre,7.0,centimetre,7cm 22.5cm 32cm
2706,177460,https://m.media-amazon.com/images/I/51cAa9LqMcL.jpg,180726,height,32.0 millimetre,32.0,millimetre,Dimensione del prodotto 32mm 33mm
2708,177517,https://m.media-amazon.com/images/I/412vLOgjNUL.jpg,711228,height,18.0 centimetre,18.0,centimetre,18CM 5.9CM
2710,177562,https://m.media-amazon.com/images/I/51Op7cpI9-L.jpg,407921,height,80.0 millimetre,80.0,millimetre,80mml3.15in [ g picture Zhenti label printing Encyclop printing Ocr photo Wireless wrong search connections title print WWW web learn Handbook printing ABC English DIY 35mml1_ 138in
2712,177593,https://m.media-amazon.com/images/I/51YV6vJCxPL.jpg,478357,height,31.5 inch,31.5,inch,"(13.8"" 1l0cm (43.3"" 3 8 35cm"
2714,177652,https://m.media-amazon.com/images/I/516JmWKOSAL.jpg,403664,height,11.0 centimetre,11.0,centimetre,3.34 in/ 8.5 cm 1
2716,177717,https://m.media-amazon.com/images/I/51xIFS681QL.jpg,237000,height,142.0 centimetre,142.0,centimetre,1i42-53cm BiT 242-53cm 8 ) vva>E*4-IOcm € juld+} X x
2718,177743,https://m.media-amazon.com/images/I/51oUXZjKrML.jpg,758128,height,2.5 metre,2.5,metre,"1 2.5m/98.4"" 2.4m/94.5"" 2.3m/90.5"" 7"" 5m/5g"" 2m/78. 2m/78.7"""
2720,177774,https://m.media-amazon.com/images/I/51KJoW1W6VL.jpg,142748,height,8.0 foot,8.0,foot,Dimension 0 3 3 3 3 10 FT
2722,177899,https://m.media-amazon.com/images/I/51O7jtYB0DL.jpg,416664,height,27.0 centimetre,27.0,centimetre,1 3 5S 38cm H | 633
2724,177916,https://m.media-amazon.com/images/I/51-J7PvbdaL.jpg,311997,height,140.0 centimetre,140.0,centimetre,"34cm 2Ocm 17cm 15,5cm 13,5c 5 1 34cm 18cm 14,5cm 35cm 2Ocm 2Ocm 38cm E 5 35cm"
2726,177936,https://m.media-amazon.com/images/I/51Rv8H3IQDL.jpg,849273,height,33.0 centimetre,33.0,centimetre,33cm/12.99in 60cm/23.62in 1Ocm/3.93in
2728,178016,https://m.media-amazon.com/images/I/41NS8d+bwEL.jpg,217230,height,13.0 centimetre,13.0,centimetre,4 CM 1 1 0 13 CM I 1
2730,178071,https://m.media-amazon.com/images/I/51u7Oru+kTL.jpg,823083,height,1.18 inch,1.18,inch,1.10 in 2.8 cm 1.18 in 3.0 cm
2732,178093,https://m.media-amazon.com/images/I/41NFkKX8nPS.jpg,752266,height,11.0 centimetre,11.0,centimetre,0 6 29cm / 11.4in 0.8cm/o.3in 0 g
2734,178111,https://m.media-amazon.com/images/I/519UjuD4zjL.jpg,687759,height,44.95 centimetre,44.95,centimetre,39cm 82.98cm 44.95cm 47cm 18cm 82cm
2736,178162,https://m.media-amazon.com/images/I/51KgZAyuVSL.jpg,592333,height,0.59 inch,0.59,inch,"5 0.78 "" in /20 = cm 8 6 3 8 1"
2738,178186,https://m.media-amazon.com/images/I/51+gN0i4I9L.jpg,849273,height,18.0 centimetre,18.0,centimetre,Size Display Unfold-Pencil Bag Fold-Pencil Holder 18cm/Zin 10.5cm/4in Bottom Thickness 7cm/2.7in 14.5cn/5.Tin
2740,178214,https://m.media-amazon.com/images/I/51dxmBWhIUL.jpg,521308,height,34.2 inch,34.2,inch,"ttt Skin-Friendly Breathable Elastic and and Soft and Cool Comfortable 600 Ibs 8 2 15. 44.4"" 8 7 7.09"" 26"" 52"""
2742,178225,https://m.media-amazon.com/images/I/51m84cIn1qL.jpg,276611,height,170.0 centimetre,170.0,centimetre,26.2 cm 170 cm 26.7 cm 25.7 cm 28 cm 30 cm
2744,178285,https://m.media-amazon.com/images/I/611ZEiwJsWL.jpg,830996,height,21.0 centimetre,21.0,centimetre,"KITCHENGLUE Kitchenware KITCHEN Clue Kodtan""mb 21 cm 18 cm"
2746,178292,https://m.media-amazon.com/images/I/51a6fIgtbbL.jpg,464488,height,20.0 centimetre,20.0,centimetre,20cm/7.87 3cm/1.18
2748,178303,https://m.media-amazon.com/images/I/416yMlVN6kL.jpg,311997,height,95.0 centimetre,95.0,centimetre,{ 5 41cm/16.1in
2750,178357,https://m.media-amazon.com/images/I/51UpBB4FSEL.jpg,347404,height,10.0 inch,10.0,inch,"XLarge 9.1"" (23cm) 1 2 10.6"" (27cm)"
2752,178410,https://m.media-amazon.com/images/I/51XyOwldQKL.jpg,375438,height,60.0 centimetre,60.0,centimetre,"Beak Water Injection (Add water , add liquid fertilizer) 60ml Bird Body (Good material no smell) White Pottery Material (Natural and slow penetration, about 3-7 days to penetrate)"
2754,178438,https://m.media-amazon.com/images/I/611v6h5x3cL.jpg,849273,height,40.0 centimetre,40.0,centimetre,1 3
2756,178446,https://m.media-amazon.com/images/I/51PoqcOvPoL.jpg,492950,height,12.0 inch,12.0,inch,8cm/3.15in 2 3 13cm/5.12in Dimensions Length Width: 13cm/5.12in*8cm/3.15in Weight: 52g
2758,178454,https://m.media-amazon.com/images/I/611jNMojzPL.jpg,752266,height,80.0 centimetre,80.0,centimetre,"7,5cm hofstein  8 5t 0 12,5cm"
2760,178497,https://m.media-amazon.com/images/I/614A+-NNl+L.jpg,922872,height,46.5 centimetre,46.5,centimetre,1 3 6 1 9 13cm/5.11in
2762,178580,https://m.media-amazon.com/images/I/51gIEPfSwwL.jpg,470067,height,4.92 inch,4.92,inch,"125mm 4.92 inch 200mm 7.87 inch 25mm 4.92 inch 61mm 2.4 inch 54nch 54n2 inc 1.831c+ 51mm inch 2.01 inch 31mm 1.22 inch 31mm 1.22 inch 438 Pre-drilled hole size requirement: 3 1.26"" 821mUmin}-128""[B51m[ax] 3"
2764,178619,https://m.media-amazon.com/images/I/61G6Dk770OS.jpg,149708,height,50.0 centimetre,50.0,centimetre,2 6 5' W Z 30cm/11. 8in 22 _
2766,178644,https://m.media-amazon.com/images/I/616fZH5PBtL.jpg,529606,height,9.0 centimetre,9.0,centimetre,"9cm 4,5cm"
2768,178682,https://m.media-amazon.com/images/I/51kDzHiJhNL.jpg,347404,height,24.4 inch,24.4,inch,12.6 inch 10.8 inch 8 0 0 8.7 inch 8.7 inch
2770,178740,https://m.media-amazon.com/images/I/617ZVOfMiHL.jpg,178778,height,8.27 inch,8.27,inch,9 ; 7 ~gin- +4in-
2772,178781,https://m.media-amazon.com/images/I/31gRMkFY0fL.jpg,913156,height,3.93 inch,3.93,inch,3.93 in / 10 cm 2.75 in / 7 cm
2774,178829,https://m.media-amazon.com/images/I/610Fc3L2oIL.jpg,567118,height,17.0 centimetre,17.0,centimetre,"CH UD % HO 8 k % 8/z OUTDOOR FORESASI INDOOR 28 ] JempeRLIure Jewperature @J pressure #co"" huwidiny Phase Hunmdm @0 17cm/6. 7in 2in 3cm/1 _"
2776,178924,https://m.media-amazon.com/images/I/61DL1LeNCbS.jpg,263982,height,1.0 inch,1.0,inch,PPM 8888 PV %RH PPM 8888 %RH SV INKEIRD WORKI Work2 SET S01 CO_ Module  Measuremeni Range o-TooqOppm Senslng Method; NDIR INKBIRD Accuracy 1 (30ppm+S9MV) In the renge 400-1oodoppm Operating Temperature range: 01-50 C/32F~122F Opuratlnp Humidlty range: 0-95*RH(non-condenslnp)
2778,178951,https://m.media-amazon.com/images/I/51h5gD1cY5L.jpg,618163,height,130.0 centimetre,130.0,centimetre,17 cm 22 cm 8 8 32 cm 50 cm 60 cm
2780,178985,https://m.media-amazon.com/images/I/51fqCNzlwVL.jpg,611510,height,79.5 centimetre,79.5,centimetre,31cm 1 3 8 8 0 26._ 7cm -34cm
2782,179060,https://m.media-amazon.com/images/I/61BbIufWBrL.jpg,416664,height,19.0 centimetre,19.0,centimetre,8 1. Fashionable geometric lines 18CM 2. Energy-saving LED lamp beads
2784,179111,https://m.media-amazon.com/images/I/51ledNOQtqL.jpg,825239,height,105.0 centimetre,105.0,centimetre,5 1 7in 21 Naturehike En 1 2 person tent 45cm/17.Zin Naturehike 130cm/51. Ocm/82.= 2in
2786,179122,https://m.media-amazon.com/images/I/5117Dpgo3hL.jpg,311997,height,7.0 centimetre,7.0,centimetre,Thicker Material Is More Solid 10 7cm Scm 7cm Raised Edge Blocking To Prevent Falling .Scm 40cm
2788,179131,https://m.media-amazon.com/images/I/61-SRcN+GqL.jpg,292475,height,12.0 centimetre,12.0,centimetre,8.8 cm / 3.46 in 1 0 1 1 1 0 q 8.7cm/3.42in
2790,179174,https://m.media-amazon.com/images/I/51ACIMq4XtL.jpg,849273,height,16.0 inch,16.0,inch,"7.6"" Awesome 3D Dino Spikes? 7.5"" 5.5"""
2792,179244,https://m.media-amazon.com/images/I/61-nzC8Db0L.jpg,174276,height,2.3 centimetre,2.3,centimetre,4cm/1.S7in  2 SVa 12PCS
2794,179271,https://m.media-amazon.com/images/I/51c8wbWsSqS.jpg,558806,height,9.0 centimetre,9.0,centimetre,12cm/4.72in 7cm/2.75in 3cm/1.18in { 3 5 3 5 1 8cm/3.15in 5 3
2796,179315,https://m.media-amazon.com/images/I/51IAPcRpkyL.jpg,752266,height,55.0 centimetre,55.0,centimetre,X328cm 2oen 7s5cm G21CM K13CM
2798,179354,https://m.media-amazon.com/images/I/61CalfebQxL.jpg,966823,height,7.4 inch,7.4,inch,5.2 inch Silver (13.3cm) 7.4 inch (19cm) 5 Colors for Your Choice: (Satisfy your Various Preferences) Black Copper Gold Rainbow Silver
2800,179376,https://m.media-amazon.com/images/I/51fSX1m8gVL.jpg,589105,height,70.0 centimetre,70.0,centimetre,PRODUCT INFORMATION Color: dark gray light gray blue yellow red purple Thickness index: conventional Material fabric: cotton and linen fabric composite velvet Size specification: 70*80/80*90/100*120cm 12Ocm 9Ocm 8Ocm 10Ocm- 8Ocm 7Ocm-+
2802,179407,https://m.media-amazon.com/images/I/61DIIQ5GFkL.jpg,306956,height,10.0 centimetre,10.0,centimetre,Bakeware diameter: 34cm Height: 1cm Hot pot diameter: 18cm Height: 6cm 1 Diameter 0 40.5cm
2804,179454,https://m.media-amazon.com/images/I/51loZycnZOL.jpg,276611,height,33.0 centimetre,33.0,centimetre,33CM 2 37CM
2806,179497,https://m.media-amazon.com/images/I/51qVrCgsTLL.jpg,226504,height,4.0 inch,4.0,inch,"45"" 4"" 9 6.28"""
2808,179539,https://m.media-amazon.com/images/I/51pp58mLmKL.jpg,149708,height,85.0 centimetre,85.0,centimetre,17cm 4 cm #CC Jo- 8 8 30cm 8 30cm C32* #0  d2- 4
2810,179584,https://m.media-amazon.com/images/I/51EIjaeNzML.jpg,312608,height,90.0 centimetre,90.0,centimetre,"1,8 cm(072 ) 90 5 35.4"" cm( 1"
2812,179608,https://m.media-amazon.com/images/I/51NqoqOv4xL.jpg,452717,height,32.0 centimetre,32.0,centimetre,4cm 4cm 0 4cm 4cm 4cm 33 cm
2814,179632,https://m.media-amazon.com/images/I/51wgzAfv+ML.jpg,115666,height,80.0 centimetre,80.0,centimetre,8Ocm 145cm 65cm
2816,179681,https://m.media-amazon.com/images/I/51bT2HftPdL.jpg,292475,height,5.4 centimetre,5.4,centimetre,OK OK I0xIO*5.4cm Em@ EFLy>
2818,179705,https://m.media-amazon.com/images/I/41l+G6FIDwL.jpg,745387,height,103.0 centimetre,103.0,centimetre,"60 cm 88 cm 12 cm 103 cm 91 cm 33,2 cm 40 cm VICCO"
2820,179746,https://m.media-amazon.com/images/I/51xXMY1uX6L.jpg,801829,height,37.7 inch,37.7,inch,"23.6"" 37.7 18.5"" 24"" 16.9"" 12.5"" 30 25.5"""
2822,179763,https://m.media-amazon.com/images/I/51UH1mDMYvL.jpg,810266,height,17.8 centimetre,17.8,centimetre,1Ocm 17.8cm Capacity: 500ml Weight: 6.9cm 340g
2824,179791,https://m.media-amazon.com/images/I/51eI61upoiL.jpg,347830,height,6.0 millimetre,6.0,millimetre,Product Details 462mm 025.6mm 15 015 039 2.2 5 12.6 Product Model: TQL2S IP Grade: IP41 Rated Voltage: 7.AV Rated Speed: 35rpm Battery Capacity: 7.4V Noise: < 38dB
2826,179803,https://m.media-amazon.com/images/I/610yQQAr0cL.jpg,752266,height,19.21 inch,19.21,inch,"DIMENSIONS 10OWatts Brightness Beam angle Wattage 10,000 Lm 120 100W 0.98"" L  19.21"" 9.8"" Voltage Warm White Lifespan 110-120V 3000k 50,000 hrs 4.8"""
2828,179840,https://m.media-amazon.com/images/I/51qd2vhz+KL.jpg,175315,height,87.0 centimetre,87.0,centimetre,87 cm 44 cm 75 cm 75 cm
2830,179862,https://m.media-amazon.com/images/I/41yHcB-iuZL.jpg,558832,height,11.5 centimetre,11.5,centimetre,2.8 in/7 cm 4.5 in/ll5 cm 2 in/5 cm
2832,179883,https://m.media-amazon.com/images/I/613m7HFk3CL.jpg,558806,height,5.31 inch,5.31,inch,Perfect Size 5.11inch 1 1 HAPPYE JBRTHDA  HAPPV TRTHDAY
2834,179918,https://m.media-amazon.com/images/I/51FSdAauCNL.jpg,180726,height,6.0 millimetre,6.0,millimetre,5MM 6.8 PRODUCT SIZE I1.6 5 13MM 16.6 4.9 I16 6MM 7.9 8 Il.6 12.7 19MM 5.5 22.9 1OMM I16 12.8 F I1.6 E 18.9 9.5
2836,179938,https://m.media-amazon.com/images/I/618MbNWUfJS.jpg,866516,height,12.0 centimetre,12.0,centimetre,12CM 5.5CM 8CM
